Sentiment,
positive," As the exit 'poll of polls' swings towards BJP, a pall of gloom descends over the anchors &amp; (some) panelists at :"
negative," Modi ji says 'Na Khaunga, Na Khanedunga'. Yet he asks for votes in the name of Yeddy-Reddy!"
positive,Exit Polls To Vex Indian Markets As Majority Seen Eluding Modi via BloombergQuint
positive,"Madam wat is contribution to BJP from Nirav Modi, Mehul Choksi and Lalith Modi"
positive,modi should be like the Professor. He should peddle his anti muslim bigotry openly with pride. D
negative,Absolute must watch Ravish Kumar's lessons to Modi on history &amp; his deli
positive,"Clashes break out between Congress and BJP workers in Hampi Nagar, Cops to"
positive," Voting for seats begins, all eyes on BJP vs Congress vs JDS"
positive,CONGRESS HATAO DESH BACHAO
positive,BJP LAO DESH BACHAO
positive,CONGRESS DEMAK KE TARAHA DESH KO C
negative,Rather thn stopping books written by Naxals an murdrers in schools u r more interested in TV debates Didn't vote BJP this
positive,"At one time, BJP workers celebrated saving of security deposits Amit Shah."
positive,'Congress' Sharif moment?' BJP on cases against P Chidambaram's family U via
positive,"Forget old mysore..Even in bangalore there is fear of BJP loosing Rajajinagar,Padmanabhnagar,Blore south.."
positive,BJP-102
positive,CONgress -
positive, India not safe in BJPs hands as nation cannot be built on divides Shashi Tharoor The Indian Eress
positive, Dear that assassination plot against Modi you eed in true path breaking journalism was not even followed up by
positive, No one is a saint in politics and won't be. Especially to counter hard core politics you need to hit it head on. BJP WON
positive, I extend my Hearty Congratulations &amp; best wishes to Sh. Ravinder Raina ji on being Nominated as State president of
positive,At present it is Modi/ BJP India
positive, Police Complaint against Dhruv Rathee! | BJP IT Cell Part  via
positive," More than Cong,BJP,Rahul or Modi... Todays Chanakya prestige on stake now...Hit on th...Will re-establish again afte"
positive, When congress and BJP attack each other.
positive,"The chief yamaraj is Modi, Amit Shah is his deputy."
positive,AITMC doesn't have even one evil less than the BJP.
negative,"Because BJP not in power in WB, these things are secular,"
positive," ""Why didn't Congress meet Bhagat Singh in Jail?"""
positive,Why didn't Congress make Patel the P
positive, Yes we will standby with modi to eradicate all evil
positive," Firebrand BJP MLA has been appointed as the President of BJP, Jammu &amp; Kashmir after Sh. Sat Sharma was inducte"
positive,"Modi pockets Arun River, Nepal PM to visit China d"
positive,Investigation of it's members is none of BJP's business.
negative,When the PM of a nation modi can distort history regarding Nehru and Bagath singh why blame the poor media fo
positive,"Sir,Unlike Mayawati,Modi or BJP never had ""dalit only"" agenda.They have ""Indian first"" purpose...th"
positive, AP BJP president Kanna Lashminarayana meeting Kapu leaders in AP today.
positive, He is not safe in the hands of BJP as he was when in
positive,"Paswan mocks Rahul's PM remark, says no vacancy in - Economic Times"
positive,BJP and allies are glorifying themselves with numbers while Kashmiri
negative," More than the toxic PAKISTAN, Ppl of India must brace themselves to fight out the fascist BJP. Indian army will take care of"
positive, Muslim Maulana Appealed Muslims of Karnataka to Vote against BJP in assembly elections. Congress is trying to create com
positive,QUINT I FOLLOW YOU TO HEAR U BAD MOUTHING MODI JI AND BJP AND PRAISING MAHARAJAH SHER DIL HINDUSTAAN KE S
negative,Why PM Narendra Modi avoids the media The Financial Eress
positive," Khangressis looted money not safe any more, BJP will take it back to India, thank god for NAMO"
positive,Bjp curse of the nation
negative,How satta bazaar bets on election - Bookies eect the BJP to win $NUMBER$ seats i
negative,Owaisi would have won nothing in Maharashtra had Shiv Sena and BJP contested together or o
positive, Shame that Properties of BJP leaders and Businessmen close to BJP are both under NPA and are in areas that are security
positive,"You didnt get any Minister portfolio , hence being a BJP MP advocating for congress pres"
positive,JUSTASSKING and u should not have any right to speak against BJP party after D
positive, congress118
positive,A video about Participatory democracy must for development PM Modi
negative," Dear old timers in BJP, by the time elx are over, your party may behave and look more Cong than Cong ever was, and mos"
positive,Why Modi is a bigger threat to Indian democracy than Trump is to America via
negative,"Exactly! Before two years Rahul was nothing, then bjp started deploying minis"
positive,BJP worker arrested for Rs crore kitty scam - via
positive,State and central intelligence agencies given to Congress and tough seats between INC vs BJP and INC vs JDS.
negative, Why PM Narendra Modi avoids the media The Financial Eress
positive,When the PM of a nation modi can distort history regarding Nehru and Bagath singh why blame the poor
positive," Mandrem MLA Dayanand Sopte clears the air on the rumours of him joining BJP, says he is a committed Congress leader and not"
positive,BJP or Congress
positive,JK -BJP is the greatest stone pelter from
positive, Watch how Pakistani flag shown and Pakistan Zindabad Slogans Raised in Congress Candidate Feroz Saits rally at North Be
positive,Its so amazing to see Islamists like you shit yourself just by the simple men like Modi and Savarkar. Wh
positive," BJP has 'wounded' India's soul by unleashing forces of intolerance, hatred and bigotry  Dr Tharoor http"
negative,It feels like all Nehru did in his time is to disrespect other leaders. And all Modi did is disrespect him.
negative," Surjit S Bhalla predicts full majority for BJP in Karnataka...Says BJP likely to win around seats,Cong ...In rec"
positive," There is an irresistible turning of the tide"" against the BJP and its politics of division&amp; hatred... h"
positive,I liked a video Ram Jethmalani ees Modi. Govt. Part-2
positive," Unlike BJP, Congress doesnt hit below the belt Divya Spandana !"
positive, Great man of bjp
positive, That's why I support Modi . Freeloading bald assholes who have been leeching on public teats are now cut off from that. Awesom
negative,Most of the surveys have shown that BJP is likely to emerge as the largest party while the Congress may lose...
positive, India not safe in BJPs hands as nation cannot be built on divides Shashi Tharoor via
negative, Watch Live BJP President addresses a convention of party workers in Goa
positive," Rajasthan elections coming, time for Akbar and Rana Pratap to come out of their graves and do duty for BJP"
positive, BJP or Congress
positive, Recently theres been a fake propaganda spread throughout bengal&amp; kolkata about muslim restaurants serving dogs meat . BJP Cel
positive,The Modi Doctrine in action.
negative,"No man,it was congress only who looted india..there are in the power for years but still"
negative," BJP secy Rammadhab today made his stand clear. Seems like rather than wellbeing of Indian citizens ( Hindu+non Hindu), prog"
positive, Modi govermnet's lack of reasoning and analysis is costing India and our collective future.  Dr Manmoha
positive,"Our questions is based on the accusation that ppl hate BJP yours is way out of context, It'"
positive," Modi ji terrorists, maoist and stone Pelter's must met similar treatment which Israel give to terrorists."
positive, Modi &amp; Yogi were supposed to bring Tsunami to Karnataka.
positive,"AS A COMMON CITIZEN, I VOTED[ traditional supporter ] FOR BJP FOR BUILDING A BETTER INDIA. ITS FACT THAT I"
positive,Have you seen his helicopter interview? Vijai Trivedi was asking him about riots and Modi sudd
positive,His very existence in politics is becoz he is in BJP somehow. The number of attempts to catch the limeli
positive,Income Tax lens on top buyers of Nirav Modi jewellery via
positive,"Because of corrupt politicians and weak BJP govt., % of public is in favor of military rule."
negative, my advice to modi is not to say any
positive,"Comparison between Buddha and Modi shows your sickness, get well soon"
negative, Most of the surveys have shown that BJP is likely to emerge as the largest party while the Congress may lose... https:
negative,BJP govt appointed Governors are acting more as(BJP) politicians.
positive,helpless pm Narendra Modi
positive,BJP search for their chief of Rajasthan should end. I volunteer to become the scape goat
positive, We are very hopeful that Respected PM modi
positive," Exit polls can go horribly wrong! Why BJP, Congress should prepare for Karnataka surprise examples"
negative,It's duty of BJP media cell inform public. Their spokespersons wasting time on useless TV deba
positive,Congis are eerts in worsening the enemity between two persons/community/nations.Cong was silent knowing Pak'
positive,"While for the Congress, this battle is one for survival, for the BJP, it is a litmus test of the potency of their"
